"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"FRA","France","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",93,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",3.5,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",3.5,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",3.1,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",2.6,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",3.1,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",3.6,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",3.6,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",3.8,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",4,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.2,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.3,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",4.3,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",4,,
"FRA","France","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",3.5,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",11,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",9.7,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",7.8,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",6.3,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",6.1,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.5,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.7,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.9,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",9.5,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.8,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.1,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",5.5,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",4.8,,
"SVK","Slovak Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",3.8,,
"BRA","Brazil","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",90.1,,
"BRA","Brazil","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",91.4,,
"BRA","Brazil","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",92.3,,
"BRA","Brazil","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",87.5,,
"BRA","Brazil","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",85.9,,
"BRA","Brazil","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",77.9,,
"BRA","Brazil","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",75.5,,
"BRA","Brazil","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",68.1,,
"BRA","Brazil","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",68.3,,
"CZE","Czech Republic","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",97.7,,
"NOR","Norway","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",95.4,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",0.4,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.5,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0.2,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.2,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",0.2,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0.3,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",0.4,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",0.3,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",0.3,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",0.5,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0.5,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0.6,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",0.7,,
"NOR","Norway","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",0.6,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",4.2,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",3.9,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",2.8,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",2.2,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",2.1,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",3.2,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",2.8,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",3,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",3.1,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",2.7,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",2.4,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.7,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1,,
"CZE","Czech Republic","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",0.7,,
"AUT","Austria","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",98.4,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",1.4,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",1.5,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.3,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.1,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1.2,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.2,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.2,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.3,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.5,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.7,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.9,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.8,,
"AUT","Austria","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.4,,
"CRI","Costa Rica","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",99.8,,
"CRI","Costa Rica","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",99.8,,
"CRI","Costa Rica","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",99.8,,
"CRI","Costa Rica","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",99.8,,
"CRI","Costa Rica","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",99.8,,
"CRI","Costa Rica","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",99.7,,
"CRI","Costa Rica","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",99.7,,
"CRI","Costa Rica","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",99.6,,
"CRI","Costa Rica","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",99.6,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",3.3,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",3.5,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",3.5,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",3.7,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",4.3,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",5.6,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",5.4,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",5.1,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.1,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",3.8,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",3.2,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2.4,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.7,,
"HUN","Hungary","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.5,,
"CRI","Costa Rica","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1,,
"CRI","Costa Rica","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1,,
"CRI","Costa Rica","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.5,,
"CRI","Costa Rica","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.5,,
"CRI","Costa Rica","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.6,,
"CRI","Costa Rica","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.3,,
"CRI","Costa Rica","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.5,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",2.8,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",3,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",2.4,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",2.2,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",2.4,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",2.2,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",2.1,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.7,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.7,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.4,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.5,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.6,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.6,,
"RUS","Russia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.4,,
"LUX","Luxembourg","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",98.7,,
"CHE","Switzerland","DEP","Deprivation","6_1","Access to green space","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",97.3,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",1.2,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",1.4,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.2,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1.6,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.2,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1.3,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.4,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.6,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.8,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.6,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.9,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2.2,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",2.1,,
"LUX","Luxembourg","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.4,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",3.3,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.3,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1.1,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.4,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1.4,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.1,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",0.8,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",0.8,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0.7,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0.7,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",0.8,,
"COL","Colombia","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",3.7,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",3.9,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",3.8,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",3.6,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",4.2,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",5.6,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",6.1,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",7.6,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",9.1,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",8.3,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.1,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",6.7,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",4.9,,
"PRT","Portugal","DEP","Deprivation","3_5","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",3.4,,
